,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
2005-11-28 00:00:00,-0.0,D,-2147483648,,Lehman Brothers,Not Provided,3,equalwt/negative,-0.0,26.0
2005-11-10 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 1,4.89,27.0
2005-06-10 00:00:00,-0.0,M,-2147483648,,Numis,Not Provided,4,add,3.41,28.0
2005-05-04 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line,-0.0,29.0
2002-09-05 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,5,buy,-0.0,30.0
2006-02-03 00:00:00,-0.0,M,-2147483648,,Seymour Pierce,Not Provided,3,hold,-0.0,31.0
2006-01-23 00:00:00,-0.0,D,-2147483648,,Goldman Sachs,Not Provided,1,underperf/neutral,-0.0,32.0
2006-01-16 00:00:00,-0.0,D,-2147483648,,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.89,33.0
2006-01-13 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,3.91,34.0
2006-01-12 00:00:00,-0.0,M,-2147483648,,Panmure Gordon & Co Limited,Not Provided,3,hold,4.05,35.0
2005-11-28 00:00:00,-0.0,D,-2147483648,,Lehman Brothers,Not Provided,3,equalwt/negative,-0.0,36.0
2005-11-10 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 1,4.89,37.0
2005-06-10 00:00:00,-0.0,M,-2147483648,,Numis,Not Provided,4,add,3.41,38.0
2005-05-04 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line,-0.0,39.0
2002-09-05 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,5,buy,-0.0,40.0
2006-04-07 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,5,outperform,4.18,41.0
2006-04-05 00:00:00,-0.0,U,-2147483648,,Seymour Pierce,Not Provided,5,outperform,-0.0,42.0
2006-01-23 00:00:00,-0.0,D,-2147483648,,Goldman Sachs,Not Provided,1,underperf/neutral,-0.0,43.0
2006-01-16 00:00:00,-0.0,D,-2147483648,,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.89,44.0
2006-01-12 00:00:00,-0.0,M,-2147483648,,Panmure Gordon & Co Limited,Not Provided,3,hold,4.05,45.0
2005-11-28 00:00:00,-0.0,D,-2147483648,,Lehman Brothers,Not Provided,3,equalwt/negative,-0.0,46.0
2005-11-10 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 1,4.89,47.0
2005-05-04 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line,-0.0,48.0
2002-09-05 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,5,buy,-0.0,49.0
2006-05-31 00:00:00,-0.0,D,-2147483648,,Lehman Brothers,Not Provided,1,underwt/neutral,3.63,50.0
2006-05-30 00:00:00,-0.0,M,-2147483648,,Seymour Pierce,Not Provided,5,outperform,-0.0,51.0
2006-05-04 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,5,outperform,4.43,52.0
2006-01-23 00:00:00,-0.0,D,-2147483648,,Goldman Sachs,Not Provided,1,underperf/neutral,-0.0,53.0
2006-01-16 00:00:00,-0.0,D,-2147483648,,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.89,54.0
2006-01-12 00:00:00,-0.0,M,-2147483648,,Panmure Gordon & Co Limited,Not Provided,3,hold,4.05,55.0
2005-11-10 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 1,4.89,56.0
2005-05-04 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,3,in-line,-0.0,57.0
2002-09-05 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,5,buy,-0.0,58.0
2006-06-26 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,1,underperf/neutral,3.17,59.0
2006-06-12 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,5,outperform,4.24,60.0
2006-06-09 00:00:00,-0.0,M,-2147483648,,Seymour Pierce,Not Provided,5,outperform,-0.0,61.0
2006-06-09 00:00:00,-0.0,M,-2147483648,,Panmure Gordon & Co Limited,Not Provided,3,hold,3.87,62.0
2006-05-31 00:00:00,-0.0,D,-2147483648,,Lehman Brothers,Not Provided,1,underwt/neutral,3.63,63.0
2006-01-16 00:00:00,-0.0,D,-2147483648,,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.89,64.0
2005-11-10 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 1,4.89,65.0
2002-09-05 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,5,buy,-0.0,66.0
2006-07-10 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.87,67.0
2006-06-26 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,1,underperf/neutral,3.17,68.0
2006-06-12 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,5,outperform,4.24,69.0
2006-06-09 00:00:00,-0.0,M,-2147483648,,Seymour Pierce,Not Provided,5,outperform,-0.0,70.0
2006-05-31 00:00:00,-0.0,D,-2147483648,,Lehman Brothers,Not Provided,1,underwt/neutral,3.63,71.0
2005-11-10 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 1,4.89,72.0
2002-09-05 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,5,buy,-0.0,73.0
2006-08-29 00:00:00,-0.0,R,-2147483648,,Seymour Pierce,Not Provided,5,outperform,-0.0,74.0
2006-08-21 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.36,75.0
2006-08-10 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,5,buy,5.33,76.0
2006-08-03 00:00:00,-0.0,D,-2147483648,,Numis,Not Provided,2,reduce,3.62,77.0
2006-08-03 00:00:00,-0.0,M,-2147483648,,Panmure Gordon & Co Limited,Not Provided,3,hold,3.96,78.0
2006-07-10 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.87,79.0
2006-06-26 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,1,underperf/neutral,3.17,80.0
2006-05-31 00:00:00,-0.0,D,-2147483648,,Lehman Brothers,Not Provided,1,underwt/neutral,3.63,81.0
2005-11-10 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 1,4.89,82.0
2006-09-14 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,1,underwt/neutral,4.04,83.0
2006-09-13 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,5,buy,5.29,84.0
2006-09-04 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,1,Sell/Cautious,3.55,85.0
2006-08-29 00:00:00,-0.0,R,-2147483648,,Seymour Pierce,Not Provided,5,outperform,-0.0,86.0
2006-08-21 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.36,87.0
2006-08-03 00:00:00,-0.0,D,-2147483648,,Numis,Not Provided,2,reduce,3.62,88.0
2006-08-03 00:00:00,-0.0,M,-2147483648,,Panmure Gordon & Co Limited,Not Provided,3,hold,3.96,89.0
2006-07-10 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.87,90.0
2005-11-10 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 1,4.89,91.0
2006-10-02 00:00:00,-0.0,M,-2147483648,,Seymour Pierce,Not Provided,5,outperform,-0.0,92.0
2006-09-14 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,1,underwt/neutral,4.04,93.0
2006-09-13 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,5,buy,5.29,94.0
2006-09-04 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,1,Sell/Cautious,3.55,95.0
2006-08-21 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.36,96.0
2006-08-03 00:00:00,-0.0,D,-2147483648,,Numis,Not Provided,2,reduce,3.62,97.0
2006-08-03 00:00:00,-0.0,M,-2147483648,,Panmure Gordon & Co Limited,Not Provided,3,hold,3.96,98.0
2006-07-10 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.87,99.0
2005-11-10 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 1,4.89,100.0
2006-11-22 00:00:00,-0.0,D,-2147483648,,Panmure Gordon & Co Limited,Not Provided,1,sell,4.02,101.0
2006-11-21 00:00:00,-0.0,D,-2147483648,,Seymour Pierce,Not Provided,3,hold,-0.0,102.0
2006-11-15 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.35,103.0
2006-11-03 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,5,buy,5.36,104.0
2006-09-14 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,1,underwt/neutral,4.04,105.0
2006-09-04 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,1,Sell/Cautious,3.55,106.0
2006-08-03 00:00:00,-0.0,D,-2147483648,,Numis,Not Provided,2,reduce,3.62,107.0
2006-07-10 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.87,108.0
2005-11-10 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 1,4.89,109.0
2006-12-04 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,5,buy,5.58,110.0
2006-11-22 00:00:00,-0.0,D,-2147483648,,Panmure Gordon & Co Limited,Not Provided,1,sell,4.02,111.0
2006-11-21 00:00:00,-0.0,D,-2147483648,,Seymour Pierce,Not Provided,3,hold,-0.0,112.0
2006-11-15 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.35,113.0
2006-09-14 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,1,underwt/neutral,4.04,114.0
2006-09-04 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,1,Sell/Cautious,3.55,115.0
2006-08-03 00:00:00,-0.0,D,-2147483648,,Numis,Not Provided,2,reduce,3.62,116.0
2006-07-10 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.87,117.0
2005-11-10 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 1,4.89,118.0
2007-01-25 00:00:00,-0.0,N,-2147483648,,S&P Capital IQ,Not Provided,1,sell,4.22,119.0
2007-01-12 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,5,buy,5.52,120.0
2007-01-12 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.5,121.0
2007-01-12 00:00:00,-0.0,D,-2147483648,,Numis,Not Provided,1,sell,3.76,122.0
2007-01-11 00:00:00,-0.0,M,-2147483648,,Seymour Pierce,Not Provided,3,hold,-0.0,123.0
2007-01-03 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,1,Sell/Cautious,4.02,124.0
2006-11-22 00:00:00,-0.0,D,-2147483648,,Panmure Gordon & Co Limited,Not Provided,1,sell,4.02,125.0
2006-09-14 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,1,underwt/neutral,4.04,126.0
2006-07-10 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.87,127.0
2005-11-10 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 1,4.89,128.0
2007-02-22 00:00:00,-0.0,D,-2147483648,,Societe Generale,Not Provided,3,hold,5.17,129.0
2007-02-08 00:00:00,-0.0,M,-2147483648,,Seymour Pierce,Not Provided,3,hold,-0.0,130.0
2007-01-25 00:00:00,-0.0,N,-2147483648,,S&P Capital IQ,Not Provided,1,sell,4.22,131.0
2007-01-12 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.5,132.0
2007-01-03 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,1,Sell/Cautious,4.02,133.0
2006-11-22 00:00:00,-0.0,D,-2147483648,,Panmure Gordon & Co Limited,Not Provided,1,sell,4.02,134.0
2006-09-14 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,1,underwt/neutral,4.04,135.0
2006-07-10 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.87,136.0
2005-11-10 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 1,4.89,137.0
2007-03-27 00:00:00,-0.0,M,-2147483648,,S&P Capital IQ,Not Provided,1,strong sell,4.05,138.0
2007-03-26 00:00:00,-0.0,U,-2147483648,,Morgan Stanley,Not Provided,5,Overwt/Cautious,5.32,139.0
2007-02-22 00:00:00,-0.0,D,-2147483648,,Societe Generale,Not Provided,3,hold,5.17,140.0
2007-02-08 00:00:00,-0.0,M,-2147483648,,Seymour Pierce,Not Provided,3,hold,-0.0,141.0
2007-01-12 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.5,142.0
2007-01-03 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,1,Sell/Cautious,4.02,143.0
2006-11-22 00:00:00,-0.0,D,-2147483648,,Panmure Gordon & Co Limited,Not Provided,1,sell,4.02,144.0
2006-09-14 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,1,underwt/neutral,4.04,145.0
2005-11-10 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 1,4.89,146.0
2007-04-20 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,3,hold,5.05,147.0
2007-04-20 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,1,Sell/Cautious,4.01,148.0
2007-04-20 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.61,149.0
2007-04-19 00:00:00,-0.0,M,-2147483648,,Panmure Gordon & Co Limited,Not Provided,1,sell,4.21,150.0
2007-04-18 00:00:00,-0.0,M,-2147483648,,Seymour Pierce,Not Provided,3,hold,-0.0,151.0
2007-03-27 00:00:00,-0.0,M,-2147483648,,S&P Capital IQ,Not Provided,1,strong sell,4.05,152.0
2007-03-26 00:00:00,-0.0,U,-2147483648,,Morgan Stanley,Not Provided,5,Overwt/Cautious,5.32,153.0
2005-11-10 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 1,4.89,154.0
2007-04-20 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,3,hold,5.05,155.0
2007-04-20 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,Not Provided,1,Sell/Cautious,4.01,156.0
2007-04-20 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.61,157.0
2007-04-19 00:00:00,-0.0,M,-2147483648,,Panmure Gordon & Co Limited,Not Provided,1,sell,4.21,158.0
2007-04-18 00:00:00,-0.0,M,-2147483648,,Seymour Pierce,Not Provided,3,hold,-0.0,159.0
2007-03-27 00:00:00,-0.0,M,-2147483648,,S&P Capital IQ,Not Provided,1,strong sell,4.05,160.0
2007-03-26 00:00:00,-0.0,U,-2147483648,,Morgan Stanley,Not Provided,5,Overwt/Cautious,5.32,161.0
2005-11-10 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy 1,4.89,162.0
2007-06-29 00:00:00,-0.0,M,-2147483648,,Seymour Pierce,Not Provided,3,hold,-0.0,163.0
2007-06-22 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,1,Sell/Cautious,4.0,164.0
2007-06-12 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy,5.13,165.0
2007-06-11 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,1,underwt/neutral,3.94,166.0
2007-06-08 00:00:00,-0.0,M,-2147483648,,Panmure Gordon & Co Limited,Not Provided,1,sell,4.13,167.0
2007-06-04 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.38,168.0
2007-04-20 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,3,hold,5.05,169.0
2007-03-27 00:00:00,-0.0,M,-2147483648,,S&P Capital IQ,Not Provided,1,strong sell,4.05,170.0
2007-03-26 00:00:00,-0.0,U,-2147483648,,Morgan Stanley,Not Provided,5,Overwt/Cautious,5.32,171.0
2007-07-20 00:00:00,-0.0,D,-2147483648,,Dresdner Kleinwort,Not Provided,3,hold,4.11,172.0
2007-06-29 00:00:00,-0.0,M,-2147483648,,Seymour Pierce,Not Provided,3,hold,-0.0,173.0
2007-06-22 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,1,Sell/Cautious,4.0,174.0
2007-06-12 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy,5.13,175.0
2007-06-11 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,1,underwt/neutral,3.94,176.0
2007-06-08 00:00:00,-0.0,M,-2147483648,,Panmure Gordon & Co Limited,Not Provided,1,sell,4.13,177.0
2007-06-04 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.38,178.0
2007-04-20 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,3,hold,5.05,179.0
2007-03-27 00:00:00,-0.0,M,-2147483648,,S&P Capital IQ,Not Provided,1,strong sell,4.05,180.0
2007-03-26 00:00:00,-0.0,U,-2147483648,,Morgan Stanley,Not Provided,5,Overwt/Cautious,5.32,181.0
2007-08-09 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.46,182.0
2007-08-09 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.46,183.0
2007-08-09 00:00:00,-0.0,M,-2147483648,,Seymour Pierce,Not Provided,3,hold,-0.0,184.0
2007-07-20 00:00:00,-0.0,D,-2147483648,,Dresdner Kleinwort,Not Provided,3,hold,4.11,185.0
2007-06-22 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,1,Sell/Cautious,4.0,186.0
2007-06-12 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy,5.13,187.0
2007-06-11 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,1,underwt/neutral,3.94,188.0
2007-06-08 00:00:00,-0.0,M,-2147483648,,Panmure Gordon & Co Limited,Not Provided,1,sell,4.13,189.0
2007-04-20 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,3,hold,5.05,190.0
2007-03-27 00:00:00,-0.0,M,-2147483648,,S&P Capital IQ,Not Provided,1,strong sell,4.05,191.0
2007-03-26 00:00:00,-0.0,U,-2147483648,,Morgan Stanley,Not Provided,5,Overwt/Cautious,5.32,192.0
2007-10-01 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,5,Overwt/Cautious,4.29,193.0
2007-09-10 00:00:00,-0.0,M,-2147483648,,Numis,Not Provided,-2147483648,Under Review,-0.0,194.0
2007-09-07 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,3,hold,4.1,195.0
2007-09-07 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,1,underwt/neutral,3.69,196.0
2007-09-06 00:00:00,-0.0,M,-2147483648,,Panmure Gordon & Co Limited,Not Provided,1,sell,3.64,197.0
2007-09-05 00:00:00,-0.0,M,-2147483648,,S&P Capital IQ,Not Provided,1,sell,3.44,198.0
2007-08-09 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.46,199.0
2007-08-09 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.46,200.0
2007-08-09 00:00:00,-0.0,M,-2147483648,,Seymour Pierce,Not Provided,3,hold,-0.0,201.0
2007-07-20 00:00:00,-0.0,D,-2147483648,,Dresdner Kleinwort,Not Provided,3,hold,4.11,202.0
2007-06-22 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,1,Sell/Cautious,4.0,203.0
2007-06-12 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy,5.13,204.0
2007-10-04 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,1,underwt/neutral,3.39,205.0
2007-10-01 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,5,Overwt/Cautious,4.29,206.0
2007-09-10 00:00:00,-0.0,M,-2147483648,,Numis,Not Provided,-2147483648,Under Review,-0.0,207.0
2007-09-07 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,3,hold,4.1,208.0
2007-09-06 00:00:00,-0.0,M,-2147483648,,Panmure Gordon & Co Limited,Not Provided,1,sell,3.64,209.0
2007-09-05 00:00:00,-0.0,M,-2147483648,,S&P Capital IQ,Not Provided,1,sell,3.44,210.0
2007-08-09 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,4.46,211.0
2007-07-20 00:00:00,-0.0,D,-2147483648,,Dresdner Kleinwort,Not Provided,3,hold,4.11,212.0
2007-06-12 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy,5.13,213.0
2007-11-29 00:00:00,-0.0,M,-2147483648,,S&P Capital IQ,Not Provided,1,strong sell,2.06,214.0
2007-11-28 00:00:00,-0.0,M,-2147483648,,Investec,Not Provided,3,hold,2.9,215.0
2007-11-28 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,12 month,1,underwt/neutral,2.4,216.0
2007-11-28 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,1,Sell/Cautious,2.36,217.0
2007-11-28 00:00:00,-0.0,M,-2147483648,,J.P. Morgan,12 month,1,underweight,2.57,218.0
2007-11-28 00:00:00,-0.0,M,-2147483648,,Panmure Gordon & Co Limited,Not Provided,1,sell,2.49,219.0
2007-11-27 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,5,Overwt/In-Line,3.92,220.0
2007-11-12 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,3.1,221.0
2007-11-09 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,3,hold,3.64,222.0
2007-11-08 00:00:00,-0.0,M,-2147483648,,Dresdner Kleinwort,Not Provided,3,hold,3.71,223.0
2007-09-10 00:00:00,-0.0,M,-2147483648,,Numis,Not Provided,-2147483648,Under Review,-0.0,224.0
2007-06-12 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy,5.13,225.0
2007-12-18 00:00:00,-0.0,N,-2147483648,,Independent II Research plc,Not Provided,5,buy,-0.0,226.0
2007-12-13 00:00:00,-0.0,D,-2147483648,,Seymour Pierce,Not Provided,1,underperform,-0.0,227.0
2007-12-05 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,3,hold,2.84,228.0
2007-12-03 00:00:00,-0.0,D,-2147483648,,UBS,12 month,3,neutral,5.56,229.0
2007-12-02 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,3,neutral,3.09,230.0
2007-11-29 00:00:00,-0.0,M,-2147483648,,S&P Capital IQ,Not Provided,1,strong sell,2.06,231.0
2007-11-28 00:00:00,-0.0,M,-2147483648,,Investec,Not Provided,3,hold,2.9,232.0
2007-11-28 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,12 month,1,underwt/neutral,2.4,233.0
2007-11-28 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,1,Sell/Cautious,2.36,234.0
2007-11-28 00:00:00,-0.0,M,-2147483648,,J.P. Morgan,12 month,1,underweight,2.57,235.0
2007-11-28 00:00:00,-0.0,M,-2147483648,,Panmure Gordon & Co Limited,Not Provided,1,sell,2.49,236.0
2007-11-27 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,12 month,5,Overwt/In-Line,3.92,237.0
2007-11-08 00:00:00,-0.0,M,-2147483648,,Dresdner Kleinwort,Not Provided,3,hold,3.71,238.0
2008-01-23 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,12 month,1,underwt/positive,1.68,239.0
2008-01-22 00:00:00,-0.0,M,-2147483648,,Societe Generale,Not Provided,1,sell,1.33,240.0
2008-01-15 00:00:00,-0.0,M,-2147483648,,Investec,Not Provided,3,hold,2.36,241.0
2008-01-15 00:00:00,-0.0,U,-2147483648,,Goldman Sachs,12 month,3,neutral/cautious,2.24,242.0
2008-01-14 00:00:00,-0.0,M,-2147483648,,J.P. Morgan,12 month,1,underweight,1.96,243.0
