,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
52,52,52,-0.0,M,-2147483648,2006-04-25,UBS,12 month,2,reduce 2,48.0
53,53,53,-0.0,M,-2147483648,2006-04-25,Prudential Equity Group Inc,Not Provided,1,underweight,49.0
54,54,54,-0.0,U,-2147483648,2006-04-18,Longbow Research,Not Provided,3,neutral,-0.0
55,55,55,-0.0,M,-2147483648,2006-04-11,Buckingham Research Group,Not Provided,3,neutral,-0.0
56,56,56,-0.0,M,-2147483648,2006-04-11,Barclays,Not Provided,5,overwt/positive,60.0
57,57,57,-0.0,M,-2147483648,2006-03-07,EVA Dimensions,Not Provided,5,strong buy,-0.0
58,58,58,-0.0,N,-2147483648,2006-02-24,BB&T Capital Markets,Not Provided,3,hold,-0.0
59,59,59,-0.0,D,-2147483648,2006-02-03,J.P. Morgan,Not Provided,3,neutral,-0.0
60,60,60,-0.0,M,-2147483648,2005-07-05,First Analysis Corp,Not Provided,5,overweight,-0.0
61,61,61,-0.0,M,-2147483648,2005-06-07,Goldman Sachs,Not Provided,5,outperform,-0.0
62,62,62,-0.0,M,-2147483648,2005-05-12,KeyBanc Capital Markets,12 month,5,buy,59.0
63,63,63,-0.0,M,-2147483648,2006-05-30,Goldman Sachs,Not Provided,5,outperf/attractive,-0.0
64,64,64,-0.0,U,-2147483648,2006-05-22,UBS,Not Provided,3,neutral 2,48.0
65,65,65,-0.0,M,-2147483648,2006-05-17,BB&T Capital Markets,Not Provided,3,hold,-0.0
66,66,66,-0.0,M,-2147483648,2006-05-08,EVA Dimensions,Not Provided,5,strong buy,-0.0
67,67,67,-0.0,U,-2147483648,2006-04-25,Credit Suisse,12 month,5,outperform,61.0
68,68,68,-0.0,M,-2147483648,2006-04-25,Prudential Equity Group Inc,Not Provided,1,underweight,49.0
69,69,69,-0.0,U,-2147483648,2006-04-18,Longbow Research,Not Provided,3,neutral,-0.0
70,70,70,-0.0,M,-2147483648,2006-04-11,Buckingham Research Group,Not Provided,3,neutral,-0.0
71,71,71,-0.0,M,-2147483648,2006-04-11,Barclays,Not Provided,5,overwt/positive,60.0
72,72,72,-0.0,D,-2147483648,2006-02-03,J.P. Morgan,Not Provided,3,neutral,-0.0
73,73,73,-0.0,M,-2147483648,2005-07-05,First Analysis Corp,Not Provided,5,overweight,-0.0
74,74,74,-0.0,M,-2147483648,2005-05-12,KeyBanc Capital Markets,12 month,5,buy,59.0
75,75,75,-0.0,M,-2147483648,2006-06-26,Goldman Sachs,12 month,5,buy/attractive,63.0
76,76,76,-0.0,U,-2147483648,2006-05-22,UBS,Not Provided,3,neutral 2,48.0
77,77,77,-0.0,M,-2147483648,2006-05-17,BB&T Capital Markets,Not Provided,3,hold,-0.0
78,78,78,-0.0,M,-2147483648,2006-05-08,EVA Dimensions,Not Provided,5,strong buy,-0.0
79,79,79,-0.0,U,-2147483648,2006-04-25,Credit Suisse,12 month,5,outperform,61.0
80,80,80,-0.0,M,-2147483648,2006-04-25,Prudential Equity Group Inc,Not Provided,1,underweight,49.0
81,81,81,-0.0,U,-2147483648,2006-04-18,Longbow Research,Not Provided,3,neutral,-0.0
82,82,82,-0.0,M,-2147483648,2006-04-11,Buckingham Research Group,Not Provided,3,neutral,-0.0
83,83,83,-0.0,M,-2147483648,2006-04-11,Barclays,Not Provided,5,overwt/positive,60.0
84,84,84,-0.0,D,-2147483648,2006-02-03,J.P. Morgan,Not Provided,3,neutral,-0.0
85,85,85,-0.0,M,-2147483648,2005-07-05,First Analysis Corp,Not Provided,5,overweight,-0.0
86,86,86,-0.0,M,-2147483648,2005-05-12,KeyBanc Capital Markets,12 month,5,buy,59.0
87,87,87,-0.0,M,-2147483648,2006-07-27,Credit Suisse,12 month,5,outperform,61.0
88,88,88,-0.0,M,-2147483648,2006-07-26,UBS,Not Provided,3,neutral 2,48.0
89,89,89,-0.0,M,-2147483648,2006-07-26,BB&T Capital Markets,Not Provided,3,hold,-0.0
90,90,90,-0.0,M,-2147483648,2006-07-26,Barclays,Not Provided,5,overwt/positive,55.0
91,91,91,-0.0,M,-2147483648,2006-07-24,CIBC World Markets,18 month,3,sector perform,50.0
92,92,92,-0.0,M,-2147483648,2006-07-17,Prudential Equity Group Inc,Not Provided,1,underweight,49.0
93,93,93,-0.0,M,-2147483648,2006-06-26,Goldman Sachs,12 month,5,buy/attractive,63.0
94,94,94,-0.0,M,-2147483648,2006-05-08,EVA Dimensions,Not Provided,5,strong buy,-0.0
95,95,95,-0.0,U,-2147483648,2006-04-18,Longbow Research,Not Provided,3,neutral,-0.0
96,96,96,-0.0,M,-2147483648,2006-04-11,Buckingham Research Group,Not Provided,3,neutral,-0.0
97,97,97,-0.0,D,-2147483648,2006-02-03,J.P. Morgan,Not Provided,3,neutral,-0.0
98,98,98,-0.0,M,-2147483648,2005-07-05,First Analysis Corp,Not Provided,5,overweight,-0.0
99,99,99,-0.0,M,-2147483648,2005-05-12,KeyBanc Capital Markets,12 month,5,buy,59.0
100,100,100,-0.0,M,-2147483648,2006-09-01,Credit Suisse,12 month,5,outperform,61.0
101,101,101,-0.0,M,-2147483648,2006-08-15,Barclays,Not Provided,5,overwt/positive,50.0
102,102,102,-0.0,M,-2147483648,2006-08-04,EVA Dimensions,Not Provided,5,strong buy,-0.0
103,103,103,-0.0,M,-2147483648,2006-07-26,UBS,Not Provided,3,neutral 2,48.0
104,104,104,-0.0,M,-2147483648,2006-07-26,BB&T Capital Markets,Not Provided,3,hold,-0.0
105,105,105,-0.0,M,-2147483648,2006-07-24,CIBC World Markets,18 month,3,sector perform,50.0
106,106,106,-0.0,M,-2147483648,2006-07-17,Prudential Equity Group Inc,Not Provided,1,underweight,49.0
107,107,107,-0.0,M,-2147483648,2006-06-26,Goldman Sachs,12 month,5,buy/attractive,63.0
108,108,108,-0.0,U,-2147483648,2006-04-18,Longbow Research,Not Provided,3,neutral,-0.0
109,109,109,-0.0,M,-2147483648,2006-04-11,Buckingham Research Group,Not Provided,3,neutral,-0.0
110,110,110,-0.0,D,-2147483648,2006-02-03,J.P. Morgan,Not Provided,3,neutral,-0.0
111,111,111,-0.0,M,-2147483648,2005-07-05,First Analysis Corp,Not Provided,5,overweight,-0.0
112,112,112,-0.0,M,-2147483648,2005-05-12,KeyBanc Capital Markets,12 month,5,buy,59.0
113,113,113,-0.0,U,-2147483648,2006-09-19,Buckingham Research Group,Not Provided,4,accumulate,53.0
114,114,114,-0.0,M,-2147483648,2006-09-01,Credit Suisse,12 month,5,outperform,61.0
115,115,115,-0.0,M,-2147483648,2006-08-15,Barclays,Not Provided,5,overwt/positive,50.0
116,116,116,-0.0,M,-2147483648,2006-08-04,EVA Dimensions,Not Provided,5,strong buy,-0.0
117,117,117,-0.0,M,-2147483648,2006-07-26,UBS,Not Provided,3,neutral 2,48.0
118,118,118,-0.0,M,-2147483648,2006-07-26,BB&T Capital Markets,Not Provided,3,hold,-0.0
119,119,119,-0.0,M,-2147483648,2006-07-24,CIBC World Markets,18 month,3,sector perform,50.0
120,120,120,-0.0,M,-2147483648,2006-07-17,Prudential Equity Group Inc,Not Provided,1,underweight,49.0
121,121,121,-0.0,M,-2147483648,2006-06-26,Goldman Sachs,12 month,5,buy/attractive,63.0
122,122,122,-0.0,U,-2147483648,2006-04-18,Longbow Research,Not Provided,3,neutral,-0.0
123,123,123,-0.0,D,-2147483648,2006-02-03,J.P. Morgan,Not Provided,3,neutral,-0.0
124,124,124,-0.0,M,-2147483648,2005-07-05,First Analysis Corp,Not Provided,5,overweight,-0.0
125,125,125,-0.0,M,-2147483648,2005-05-12,KeyBanc Capital Markets,12 month,5,buy,59.0
126,126,126,-0.0,M,-2147483648,2006-10-25,EVA Dimensions,Not Provided,5,strong buy,-0.0
127,127,127,-0.0,M,-2147483648,2006-10-24,BB&T Capital Markets,Not Provided,3,hold,-0.0
128,128,128,-0.0,M,-2147483648,2006-10-20,Credit Suisse,12 month,5,outperform,61.0
129,129,129,-0.0,M,-2147483648,2006-10-20,UBS,Not Provided,3,neutral 2,52.0
130,130,130,-0.0,M,-2147483648,2006-10-16,CIBC World Markets,18 month,3,sector perform,54.0
131,131,131,-0.0,M,-2147483648,2006-10-13,Buckingham Research Group,Not Provided,4,accumulate,60.0
132,132,132,-0.0,U,-2147483648,2006-10-11,Longbow Research,Not Provided,5,buy,62.0
133,133,133,-0.0,M,-2147483648,2006-10-11,Barclays,Not Provided,5,overwt/positive,54.0
134,134,134,-0.0,M,-2147483648,2006-06-26,Goldman Sachs,12 month,5,buy/attractive,63.0
135,135,135,-0.0,D,-2147483648,2006-02-03,J.P. Morgan,Not Provided,3,neutral,-0.0
136,136,136,-0.0,M,-2147483648,2005-07-05,First Analysis Corp,Not Provided,5,overweight,-0.0
137,137,137,-0.0,M,-2147483648,2005-05-12,KeyBanc Capital Markets,12 month,5,buy,59.0
138,138,138,-0.0,M,-2147483648,2006-11-10,CIBC World Markets,18 month,3,sector perform,54.0
139,139,139,-0.0,M,-2147483648,2006-10-25,EVA Dimensions,Not Provided,5,strong buy,-0.0
140,140,140,-0.0,M,-2147483648,2006-10-24,BB&T Capital Markets,Not Provided,3,hold,-0.0
141,141,141,-0.0,M,-2147483648,2006-10-20,Credit Suisse,12 month,5,outperform,61.0
142,142,142,-0.0,M,-2147483648,2006-10-20,UBS,Not Provided,3,neutral 2,52.0
143,143,143,-0.0,M,-2147483648,2006-10-13,Buckingham Research Group,Not Provided,4,accumulate,60.0
144,144,144,-0.0,U,-2147483648,2006-10-11,Longbow Research,Not Provided,5,buy,62.0
145,145,145,-0.0,M,-2147483648,2006-10-11,Barclays,Not Provided,5,overwt/positive,54.0
146,146,146,-0.0,M,-2147483648,2006-06-26,Goldman Sachs,12 month,5,buy/attractive,63.0
147,147,147,-0.0,D,-2147483648,2006-02-03,J.P. Morgan,Not Provided,3,neutral,-0.0
148,148,148,-0.0,M,-2147483648,2005-07-05,First Analysis Corp,Not Provided,5,overweight,-0.0
149,149,149,-0.0,M,-2147483648,2005-05-12,KeyBanc Capital Markets,12 month,5,buy,59.0
150,150,150,-0.0,M,-2147483648,2006-12-21,BB&T Capital Markets,Not Provided,3,hold,-0.0
151,151,151,-0.0,M,-2147483648,2006-12-15,UBS,Not Provided,3,neutral 2,53.0
152,152,152,-0.0,M,-2147483648,2006-11-10,CIBC World Markets,18 month,3,sector perform,54.0
153,153,153,-0.0,M,-2147483648,2006-10-25,EVA Dimensions,Not Provided,5,strong buy,-0.0
154,154,154,-0.0,M,-2147483648,2006-10-20,Credit Suisse,12 month,5,outperform,61.0
155,155,155,-0.0,M,-2147483648,2006-10-13,Buckingham Research Group,Not Provided,4,accumulate,60.0
156,156,156,-0.0,U,-2147483648,2006-10-11,Longbow Research,Not Provided,5,buy,62.0
157,157,157,-0.0,M,-2147483648,2006-10-11,Barclays,Not Provided,5,overwt/positive,54.0
158,158,158,-0.0,M,-2147483648,2006-06-26,Goldman Sachs,12 month,5,buy/attractive,63.0
159,159,159,-0.0,D,-2147483648,2006-02-03,J.P. Morgan,Not Provided,3,neutral,-0.0
160,160,160,-0.0,M,-2147483648,2005-07-05,First Analysis Corp,Not Provided,5,overweight,-0.0
161,161,161,-0.0,M,-2147483648,2005-05-12,KeyBanc Capital Markets,12 month,5,buy,59.0
162,162,162,-0.0,M,-2147483648,2007-01-26,UBS,Not Provided,3,neutral 2,54.0
163,163,163,-0.0,R,-2147483648,2007-01-26,KeyBanc Capital Markets,12 month,5,buy,65.0
164,164,164,-0.0,M,-2147483648,2007-01-26,BB&T Capital Markets,Not Provided,3,hold,-0.0
165,165,165,-0.0,M,-2147483648,2007-01-26,Longbow Research,Not Provided,5,buy,66.0
166,166,166,-0.0,M,-2147483648,2007-01-25,EVA Dimensions,Not Provided,5,strong buy,-0.0
167,167,167,-0.0,M,-2147483648,2006-11-10,CIBC World Markets,18 month,3,sector perform,54.0
168,168,168,-0.0,M,-2147483648,2006-10-20,Credit Suisse,12 month,5,outperform,61.0
169,169,169,-0.0,M,-2147483648,2006-10-13,Buckingham Research Group,Not Provided,4,accumulate,60.0
170,170,170,-0.0,M,-2147483648,2006-10-11,Barclays,Not Provided,5,overwt/positive,54.0
171,171,171,-0.0,M,-2147483648,2006-06-26,Goldman Sachs,12 month,5,buy/attractive,63.0
172,172,172,-0.0,D,-2147483648,2006-02-03,J.P. Morgan,Not Provided,3,neutral,-0.0
173,173,173,-0.0,M,-2147483648,2005-07-05,First Analysis Corp,Not Provided,5,overweight,-0.0
174,174,174,-0.0,D,-2147483648,2007-02-12,Buckingham Research Group,Not Provided,3,neutral,-0.0
175,175,175,-0.0,M,-2147483648,2007-01-26,UBS,Not Provided,3,neutral 2,54.0
176,176,176,-0.0,R,-2147483648,2007-01-26,KeyBanc Capital Markets,12 month,5,buy,65.0
177,177,177,-0.0,M,-2147483648,2007-01-26,BB&T Capital Markets,Not Provided,3,hold,-0.0
178,178,178,-0.0,M,-2147483648,2007-01-26,Longbow Research,Not Provided,5,buy,66.0
179,179,179,-0.0,M,-2147483648,2007-01-25,EVA Dimensions,Not Provided,5,strong buy,-0.0
180,180,180,-0.0,M,-2147483648,2006-11-10,CIBC World Markets,18 month,3,sector perform,54.0
181,181,181,-0.0,M,-2147483648,2006-10-20,Credit Suisse,12 month,5,outperform,61.0
182,182,182,-0.0,M,-2147483648,2006-10-11,Barclays,Not Provided,5,overwt/positive,54.0
183,183,183,-0.0,M,-2147483648,2006-06-26,Goldman Sachs,12 month,5,buy/attractive,63.0
184,184,184,-0.0,D,-2147483648,2006-02-03,J.P. Morgan,Not Provided,3,neutral,-0.0
185,185,185,-0.0,M,-2147483648,2005-07-05,First Analysis Corp,Not Provided,5,overweight,-0.0
186,186,186,-0.0,M,-2147483648,2007-03-30,BB&T Capital Markets,Not Provided,3,hold,-0.0
187,187,187,-0.0,R,-2147483648,2007-03-28,KeyBanc Capital Markets,12 month,5,buy,65.0
188,188,188,-0.0,D,-2147483648,2007-02-12,Buckingham Research Group,Not Provided,3,neutral,-0.0
189,189,189,-0.0,M,-2147483648,2007-01-26,Longbow Research,Not Provided,5,buy,66.0
190,190,190,-0.0,M,-2147483648,2007-01-25,EVA Dimensions,Not Provided,5,strong buy,-0.0
191,191,191,-0.0,M,-2147483648,2006-11-10,CIBC World Markets,18 month,3,sector perform,54.0
192,192,192,-0.0,M,-2147483648,2006-10-20,Credit Suisse,12 month,5,outperform,61.0
193,193,193,-0.0,M,-2147483648,2006-10-11,Barclays,Not Provided,5,overwt/positive,54.0
194,194,194,-0.0,M,-2147483648,2006-06-26,Goldman Sachs,12 month,5,buy/attractive,63.0
195,195,195,-0.0,D,-2147483648,2006-02-03,J.P. Morgan,Not Provided,3,neutral,-0.0
196,196,196,-0.0,M,-2147483648,2005-07-05,First Analysis Corp,Not Provided,5,overweight,-0.0
197,197,197,-0.0,R,-2147483648,2007-04-25,KeyBanc Capital Markets,12 month,5,buy,63.0
198,198,198,-0.0,M,-2147483648,2007-04-24,J.P. Morgan,Not Provided,3,neutral,-0.0
199,199,199,-0.0,M,-2147483648,2007-04-24,BB&T Capital Markets,Not Provided,3,hold,-0.0
200,200,200,-0.0,M,-2147483648,2007-04-23,First Analysis Corp,12 month,5,overweight,59.0
201,201,201,-0.0,M,-2147483648,2007-04-18,Goldman Sachs,12 month,5,buy/attractive,64.0
202,202,202,-0.0,D,-2147483648,2007-02-12,Buckingham Research Group,Not Provided,3,neutral,-0.0
203,203,203,-0.0,M,-2147483648,2007-01-26,Longbow Research,Not Provided,5,buy,66.0
204,204,204,-0.0,M,-2147483648,2006-11-10,CIBC World Markets,18 month,3,sector perform,54.0
205,205,205,-0.0,M,-2147483648,2006-10-11,Barclays,Not Provided,5,overwt/positive,54.0
206,206,206,-0.0,R,-2147483648,2007-04-25,KeyBanc Capital Markets,12 month,5,buy,63.0
207,207,207,-0.0,M,-2147483648,2007-04-24,J.P. Morgan,Not Provided,3,neutral,-0.0
208,208,208,-0.0,M,-2147483648,2007-04-24,BB&T Capital Markets,Not Provided,3,hold,-0.0
209,209,209,-0.0,M,-2147483648,2007-04-23,First Analysis Corp,12 month,5,overweight,59.0
210,210,210,-0.0,M,-2147483648,2007-04-18,Goldman Sachs,12 month,5,buy/attractive,64.0
211,211,211,-0.0,D,-2147483648,2007-02-12,Buckingham Research Group,Not Provided,3,neutral,-0.0
212,212,212,-0.0,M,-2147483648,2007-01-26,Longbow Research,Not Provided,5,buy,66.0
213,213,213,-0.0,M,-2147483648,2006-11-10,CIBC World Markets,18 month,3,sector perform,54.0
214,214,214,-0.0,M,-2147483648,2006-10-11,Barclays,Not Provided,5,overwt/positive,54.0
215,215,215,-0.0,R,-2147483648,2007-04-25,KeyBanc Capital Markets,12 month,5,buy,63.0
216,216,216,-0.0,M,-2147483648,2007-04-24,J.P. Morgan,Not Provided,3,neutral,-0.0
217,217,217,-0.0,M,-2147483648,2007-04-24,BB&T Capital Markets,Not Provided,3,hold,-0.0
218,218,218,-0.0,M,-2147483648,2007-04-23,First Analysis Corp,12 month,5,overweight,59.0
219,219,219,-0.0,M,-2147483648,2007-04-18,Goldman Sachs,12 month,5,buy/attractive,64.0
220,220,220,-0.0,D,-2147483648,2007-02-12,Buckingham Research Group,Not Provided,3,neutral,-0.0
221,221,221,-0.0,M,-2147483648,2007-01-26,Longbow Research,Not Provided,5,buy,66.0
222,222,222,-0.0,M,-2147483648,2006-11-10,CIBC World Markets,18 month,3,sector perform,54.0
223,223,223,-0.0,M,-2147483648,2006-10-11,Barclays,Not Provided,5,overwt/positive,54.0
224,224,224,-0.0,U,-2147483648,2007-07-31,KeyBanc Capital Markets,12 month,5,aggressive buy,72.0
225,225,225,-0.0,M,-2147483648,2007-07-25,BB&T Capital Markets,Not Provided,3,hold,-0.0
226,226,226,-0.0,M,-2147483648,2007-07-17,Goldman Sachs,12 month,5,buy/attractive,67.0
227,227,227,-0.0,M,-2147483648,2007-07-17,Barclays,Not Provided,5,overwt/positive,63.0
228,228,228,-0.0,M,-2147483648,2007-07-11,Buckingham Research Group,Not Provided,3,neutral,-0.0
229,229,229,-0.0,M,-2147483648,2007-04-24,J.P. Morgan,Not Provided,3,neutral,-0.0
230,230,230,-0.0,M,-2147483648,2007-04-23,First Analysis Corp,12 month,5,overweight,59.0
231,231,231,-0.0,M,-2147483648,2007-01-26,Longbow Research,Not Provided,5,buy,66.0
232,232,232,-0.0,M,-2147483648,2006-11-10,CIBC World Markets,18 month,3,sector perform,54.0
233,233,233,-0.0,M,-2147483648,2007-08-16,BB&T Capital Markets,Not Provided,3,hold,-0.0
234,234,234,-0.0,U,-2147483648,2007-07-31,KeyBanc Capital Markets,12 month,5,aggressive buy,72.0
235,235,235,-0.0,M,-2147483648,2007-07-17,Goldman Sachs,12 month,5,buy/attractive,67.0
236,236,236,-0.0,M,-2147483648,2007-07-17,Barclays,Not Provided,5,overwt/positive,63.0
237,237,237,-0.0,M,-2147483648,2007-07-11,Buckingham Research Group,Not Provided,3,neutral,-0.0
238,238,238,-0.0,M,-2147483648,2007-04-24,J.P. Morgan,Not Provided,3,neutral,-0.0
239,239,239,-0.0,M,-2147483648,2007-04-23,First Analysis Corp,12 month,5,overweight,59.0
240,240,240,-0.0,M,-2147483648,2007-01-26,Longbow Research,Not Provided,5,buy,66.0
241,241,241,-0.0,M,-2147483648,2006-11-10,CIBC World Markets,18 month,3,sector perform,54.0
242,242,242,-0.0,M,-2147483648,2007-09-21,KeyBanc Capital Markets,12 month,5,aggressive buy,72.0
243,243,243,-0.0,M,-2147483648,2007-08-16,BB&T Capital Markets,Not Provided,3,hold,-0.0
244,244,244,-0.0,M,-2147483648,2007-07-17,Goldman Sachs,12 month,5,buy/attractive,67.0
245,245,245,-0.0,M,-2147483648,2007-07-17,Barclays,Not Provided,5,overwt/positive,63.0
246,246,246,-0.0,M,-2147483648,2007-07-11,Buckingham Research Group,Not Provided,3,neutral,-0.0
247,247,247,-0.0,M,-2147483648,2007-04-24,J.P. Morgan,Not Provided,3,neutral,-0.0
248,248,248,-0.0,M,-2147483648,2007-04-23,First Analysis Corp,12 month,5,overweight,59.0
249,249,249,-0.0,M,-2147483648,2007-01-26,Longbow Research,Not Provided,5,buy,66.0
250,250,250,-0.0,M,-2147483648,2006-11-10,CIBC World Markets,18 month,3,sector perform,54.0
251,251,251,-0.0,M,-2147483648,2007-10-26,UBS,12 month,3,neutral,58.0
252,252,252,-0.0,M,-2147483648,2007-10-24,J.P. Morgan,Not Provided,3,neutral,-0.0
253,253,253,-0.0,R,-2147483648,2007-10-24,KeyBanc Capital Markets,12 month,5,aggressive buy,68.0
254,254,254,-0.0,M,-2147483648,2007-10-24,BB&T Capital Markets,Not Provided,3,hold,-0.0
255,255,255,-0.0,M,-2147483648,2007-10-16,Goldman Sachs,12 month,5,Buy/Neutral,67.0
256,256,256,-0.0,M,-2147483648,2007-10-08,CIBC World Markets,18 month,3,sector perform,56.0
257,257,257,-0.0,M,-2147483648,2007-07-17,Barclays,Not Provided,5,overwt/positive,63.0
258,258,258,-0.0,M,-2147483648,2007-07-11,Buckingham Research Group,Not Provided,3,neutral,-0.0
259,259,259,-0.0,M,-2147483648,2007-01-26,Longbow Research,Not Provided,5,buy,66.0
260,260,260,-0.0,R,-2147483648,2007-11-30,KeyBanc Capital Markets,12 month,5,aggressive buy,68.0
261,261,261,-0.0,M,-2147483648,2007-11-30,BB&T Capital Markets,Not Provided,3,hold,-0.0
262,262,262,-0.0,M,-2147483648,2007-11-28,UBS,12 month,3,neutral,55.0
263,263,263,-0.0,M,-2147483648,2007-11-05,Goldman Sachs,12 month,5,Buy/Neutral,64.0
264,264,264,-0.0,M,-2147483648,2007-10-24,J.P. Morgan,Not Provided,3,neutral,-0.0
265,265,265,-0.0,M,-2147483648,2007-10-08,CIBC World Markets,18 month,3,sector perform,56.0
266,266,266,-0.0,M,-2147483648,2007-07-17,Barclays,Not Provided,5,overwt/positive,63.0
267,267,267,-0.0,M,-2147483648,2007-07-11,Buckingham Research Group,Not Provided,3,neutral,-0.0
268,268,268,-0.0,M,-2147483648,2007-01-26,Longbow Research,Not Provided,5,buy,66.0
269,269,269,-0.0,M,-2147483648,2007-12-14,First Analysis Corp,12 month,5,overweight,72.0
