,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
33,33,33,-0.0,R,-2147483648,2005-10-19,Baird,Not Provided,1,underperform,5.0
34,34,34,-0.0,D,-2147483648,2005-09-16,J.P. Morgan,Not Provided,1,underweight,-0.0
35,35,35,-0.0,M,-2147483648,2005-04-29,Bernstein,Not Provided,3,market perform,4.5
36,36,36,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
37,37,37,-0.0,N,-2147483648,2006-02-13,CRT Capital Group,Not Provided,1,sell,-0.0
38,38,38,-0.0,M,-2147483648,2006-01-20,EVA Dimensions,Not Provided,1,sell,-0.0
39,39,39,-0.0,M,-2147483648,2005-04-29,Bernstein,Not Provided,3,market perform,4.5
40,40,40,-0.0,M,-2147483648,2006-04-26,CRT Capital Group,Not Provided,1,sell,-0.0
41,41,41,-0.0,M,-2147483648,2006-04-24,EVA Dimensions,Not Provided,1,sell,-0.0
42,42,42,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
43,43,43,-0.0,M,-2147483648,2005-04-29,Bernstein,Not Provided,3,market perform,4.5
44,44,44,-0.0,M,-2147483648,2006-04-26,CRT Capital Group,Not Provided,1,sell,-0.0
45,45,45,-0.0,M,-2147483648,2006-04-24,EVA Dimensions,Not Provided,1,sell,-0.0
46,46,46,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
47,47,47,-0.0,M,-2147483648,2005-04-29,Bernstein,Not Provided,3,market perform,4.5
48,48,48,-0.0,M,-2147483648,2006-06-15,EVA Dimensions,Not Provided,1,sell,-0.0
49,49,49,-0.0,M,-2147483648,2006-04-26,CRT Capital Group,Not Provided,1,sell,-0.0
50,50,50,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
51,51,51,-0.0,M,-2147483648,2005-04-29,Bernstein,Not Provided,3,market perform,4.5
52,52,52,-0.0,M,-2147483648,2006-06-15,EVA Dimensions,Not Provided,1,sell,-0.0
53,53,53,-0.0,M,-2147483648,2006-04-26,CRT Capital Group,Not Provided,1,sell,-0.0
54,54,54,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
55,55,55,-0.0,M,-2147483648,2006-06-15,EVA Dimensions,Not Provided,1,sell,-0.0
56,56,56,-0.0,M,-2147483648,2006-04-26,CRT Capital Group,Not Provided,1,sell,-0.0
57,57,57,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
58,58,58,-0.0,M,-2147483648,2006-06-15,EVA Dimensions,Not Provided,1,sell,-0.0
59,59,59,-0.0,M,-2147483648,2006-04-26,CRT Capital Group,Not Provided,1,sell,-0.0
60,60,60,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
61,61,61,-0.0,M,-2147483648,2006-06-15,EVA Dimensions,Not Provided,1,sell,-0.0
62,62,62,-0.0,M,-2147483648,2006-04-26,CRT Capital Group,Not Provided,1,sell,-0.0
63,63,63,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
64,64,64,-0.0,M,-2147483648,2006-06-15,EVA Dimensions,Not Provided,1,sell,-0.0
65,65,65,-0.0,M,-2147483648,2006-04-26,CRT Capital Group,Not Provided,1,sell,-0.0
66,66,66,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
67,67,67,-0.0,M,-2147483648,2006-06-15,EVA Dimensions,Not Provided,1,sell,-0.0
68,68,68,-0.0,M,-2147483648,2006-04-26,CRT Capital Group,Not Provided,1,sell,-0.0
69,69,69,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
70,70,70,-0.0,M,-2147483648,2006-06-15,EVA Dimensions,Not Provided,1,sell,-0.0
71,71,71,-0.0,M,-2147483648,2006-04-26,CRT Capital Group,Not Provided,1,sell,-0.0
72,72,72,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
73,73,73,-0.0,M,-2147483648,2006-06-15,EVA Dimensions,Not Provided,1,sell,-0.0
74,74,74,-0.0,M,-2147483648,2006-04-26,CRT Capital Group,Not Provided,1,sell,-0.0
75,75,75,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
76,76,76,-0.0,M,-2147483648,2006-06-15,EVA Dimensions,Not Provided,1,sell,-0.0
77,77,77,-0.0,M,-2147483648,2006-04-26,CRT Capital Group,Not Provided,1,sell,-0.0
78,78,78,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
79,79,79,-0.0,M,-2147483648,2006-04-26,CRT Capital Group,Not Provided,1,sell,-0.0
80,80,80,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
81,81,81,-0.0,M,-2147483648,2006-04-26,CRT Capital Group,Not Provided,1,sell,-0.0
82,82,82,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
83,83,83,-0.0,M,-2147483648,2006-04-26,CRT Capital Group,Not Provided,1,sell,-0.0
84,84,84,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
85,85,85,-0.0,M,-2147483648,2006-04-26,CRT Capital Group,Not Provided,1,sell,-0.0
86,86,86,-0.0,M,-2147483648,2006-03-02,KeyBanc Capital Markets,Not Provided,-2147483648,not rated,-0.0
